th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,thumb_index_tip_dist,thumb_middle_tip_dist,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
26.301156997680664,4.477067470550537,14.100407600402832,5.800459861755371,4.304872989654541,5.262692928314209,4.605020999908447,2.205387830734253,3.9859225749969482,1.3843013048171997,3.2440288066864014,3.6349432468414307,1.7093366384506226,7.37306547164917,6.558028697967529,131.04156494140625,104.03987121582031,-471.1728210449219,1.7485040426254272,2.36201810836792,0.0,1,1,1,1,1,0,0
26.556978225708008,4.26851224899292,13.884960174560547,6.015058994293213,4.212767124176025,5.33047342300415,5.123150825500488,2.354722499847412,4.105548858642578,1.6046639680862427,3.0856399536132812,3.779391050338745,2.3187530040740967,7.422004699707031,6.5653886795043945,129.63189697265625,103.6169662475586,-471.65570068359375,1.7429202795028687,2.3480312824249268,0.0,1,1,1,1,1,0,0
25.2568416595459,4.820857524871826,13.08115291595459,5.742639541625977,4.616802215576172,5.133673667907715,4.72838020324707,2.503168821334839,3.7649197578430176,0.9853935837745667,3.4030473232269287,3.518239974975586,1.8298431634902954,7.244960784912109,6.894690990447998,133.40440368652344,102.91084289550781,-470.75750732421875,1.7344512939453125,2.345860719680786,0.0,1,1,1,1,1,0,0
25.870508193969727,3.615541934967041,14.241447448730469,5.818410396575928,4.358063697814941,5.086479663848877,5.224843502044678,2.162355422973633,3.938962459564209,1.12128746509552,3.214712142944336,3.6412432193756104,2.0835978984832764,7.517910480499268,6.568978309631348,132.1620330810547,106.83244323730469,-470.2340087890625,1.7346633672714233,2.348403215408325,0.0,1,1,1,1,1,0,0
25.580503463745117,3.4293265342712402,13.94314193725586,6.239645004272461,4.398883819580078,5.095229625701904,5.61545467376709,2.7774734497070312,3.727262020111084,1.4947346448898315,2.8279035091400146,3.754855155944824,2.3708596229553223,7.335729598999023,6.9554548263549805,133.3159942626953,100.94588470458984,-471.2077941894531,1.7365875244140625,2.353489398956299,0.0,1,1,1,1,1,0,0
26.960960388183594,3.594528913497925,14.700342178344727,5.657250881195068,4.048439979553223,5.082423210144043,5.3065409660339355,2.3956758975982666,3.6683545112609863,0.9555562138557434,2.6966099739074707,3.471306800842285,2.4132678508758545,7.045506477355957,6.770277500152588,129.43405151367188,105.76314544677734,-471.23345947265625,1.7390074729919434,2.3527872562408447,0.0,1,1,1,1,1,0,0
26.400827407836914,3.1385657787323,14.602935791015625,5.857315540313721,4.071406364440918,5.247287273406982,5.295116901397705,2.420945644378662,3.8657476902008057,1.2516063451766968,2.749506711959839,3.598661422729492,2.5317840576171875,7.280181884765625,6.815341949462891,131.49514770507812,104.07077026367188,-471.0395812988281,1.743766188621521,2.361954927444458,0.0,1,1,1,1,1,0,0
26.17177963256836,3.1693615913391113,13.394546508789062,5.874444484710693,4.1945881843566895,5.064290523529053,5.38323974609375,2.6065380573272705,3.7633066177368164,1.1991519927978516,2.9848849773406982,3.59039568901062,1.814616322517395,7.127338409423828,6.825756072998047,131.36753845214844,104.85458374023438,-470.9013671875,1.715859293937683,2.322582960128784,0.0,1,1,1,1,1,0,0
26.80232810974121,3.1070504188537598,14.449616432189941,5.890392780303955,4.298300743103027,5.029782295227051,5.392763614654541,2.541505813598633,3.8128745555877686,1.4401094913482666,2.943866729736328,3.5859694480895996,2.462618350982666,7.021694183349609,6.7703752517700195,129.78746032714844,102.90345764160156,-471.76910400390625,1.7290778160095215,2.3411166667938232,0.0,1,1,1,1,1,0,0
26.984182357788086,3.6301352977752686,14.39249038696289,5.748279094696045,4.049752712249756,5.122757911682129,4.999790191650391,2.4189858436584473,3.7231268882751465,1.2807093858718872,3.2639808654785156,3.6114087104797363,1.8602784872055054,7.0287322998046875,6.966437816619873,128.93695068359375,103.39482116699219,-471.8948669433594,1.7400233745574951,2.346367359161377,0.0,1,1,1,1,1,0,0
