th1,th2,th3,in1,in2,in3,mi1,mi2,mi3,ri1,ri2,ri3,pi1,pi2,pi3,pnx,pny,pnz,hand_side,th_open,in_open,mi_open,ri_open,pi_open,ti_touch,tm_touch
19.236753463745117,3.342381238937378,5.408502101898193,9.976066589355469,6.249426364898682,4.030665874481201,5.695285797119141,7.0809197425842285,3.031243085861206,4.305115222930908,4.8540358543396,4.977363109588623,4.9547576904296875,5.095744609832764,6.238515853881836,73.41314697265625,114.97921752929688,-481.03045654296875,0.0,1,1,1,1,1,0,0
19.309385299682617,3.440326690673828,5.310805320739746,10.10629940032959,6.2837910652160645,4.0904364585876465,5.689423561096191,7.06054162979126,3.004319906234741,4.223708629608154,4.733669281005859,5.034111976623535,4.674808502197266,5.1090474128723145,6.306731224060059,73.71599578857422,117.23020935058594,-480.4404602050781,0.0,1,1,1,1,1,0,0
19.42106056213379,3.4148380756378174,4.298583030700684,10.093372344970703,6.445922374725342,4.142414093017578,5.706414699554443,7.296449661254883,3.0146052837371826,4.325815677642822,5.143229007720947,5.104437828063965,4.845813751220703,5.137320518493652,6.394108772277832,74.67929077148438,117.94534301757812,-480.1165466308594,0.0,1,1,1,1,1,0,0
19.428417205810547,3.5362510681152344,4.454632759094238,10.142441749572754,6.547791481018066,4.116073131561279,5.781848907470703,7.6021575927734375,3.1831603050231934,4.436648368835449,5.2660369873046875,5.155292987823486,5.043201923370361,5.204413414001465,6.469659805297852,75.08477783203125,116.55609130859375,-480.3924865722656,0.0,1,1,1,1,1,0,0
19.25711441040039,3.6602470874786377,4.607582092285156,10.073382377624512,6.551032066345215,4.138397693634033,5.7913498878479,7.716170310974121,3.1305789947509766,4.442839622497559,5.349396228790283,5.141303062438965,5.1977314949035645,5.303734302520752,6.487592697143555,72.37255859375,115.6335220336914,-481.0312805175781,0.0,1,1,1,1,1,0,0
19.500770568847656,3.6723430156707764,4.429701805114746,10.022494316101074,6.433883190155029,4.090002536773682,5.852297782897949,7.611285209655762,3.1021077632904053,4.490334510803223,4.951648235321045,5.1313862800598145,5.207547187805176,5.1785125732421875,6.493865013122559,69.25897979736328,114.2372817993164,-481.8226318359375,0.0,1,1,1,1,1,0,0
18.75490951538086,3.9734370708465576,4.840278625488281,10.033297538757324,6.556495189666748,4.141610622406006,5.794919013977051,7.259571075439453,3.118001937866211,4.328207015991211,4.888484001159668,5.094710826873779,5.095746040344238,5.163388252258301,6.468613624572754,71.74201965332031,115.26853942871094,-481.21331787109375,0.0,1,1,1,1,1,0,0
19.486032485961914,3.763678789138794,4.6198530197143555,10.126007080078125,6.516889572143555,4.138363361358643,5.788072109222412,7.640838623046875,3.094984292984009,4.510627269744873,5.2905778884887695,5.205809116363525,5.078678131103516,5.172299385070801,6.445864200592041,72.54856872558594,113.75435638427734,-481.45263671875,0.0,1,1,1,1,1,0,0
19.02120018005371,3.751718044281006,3.7691214084625244,10.076384544372559,6.487958908081055,4.196449279785156,5.816586494445801,7.670975685119629,3.1155917644500732,4.469961643218994,5.264001846313477,5.395468235015869,5.707939147949219,5.159552574157715,6.699618339538574,68.53330993652344,115.83340454101562,-481.54522705078125,0.0,1,1,1,1,1,0,0
19.95691680908203,3.4992291927337646,4.591495990753174,9.858125686645508,6.535192966461182,4.132368564605713,5.952478885650635,7.47593879699707,3.229132652282715,4.556395053863525,4.938434600830078,5.3418779373168945,5.589852333068848,4.862904071807861,6.557712554931641,66.28067779541016,115.47608184814453,-481.9461975097656,0.0,1,1,1,1,1,0,0
